"school_name","county","total","n_ed","n_ell","n_swd","race","count"
"PS 198 ISADOR E IDA STRAUS","NEW YORK",429,176,25,107,"asian",99
"PS 199 FREDERICK WACHTEL","KINGS",527,442,158,135,"asian",127
"PS 199 JESSIE ISADOR STRAUS","NEW YORK",821,114,20,163,"asian",131
"PS 199 MAURICE A FITZGERALD","QUEENS",719,498,255,150,"asian",232
"PS 199 THE SHAKESPEARE SCHOOL","BRONX",666,657,195,149,"asian",13
"PS 2 ALFRED ZIMBERG","QUEENS",566,413,90,116,"asian",116
"PS 2 MEYER LONDON","NEW YORK",458,429,152,122,"asian",353
"PS 20 ANNA SILVER","NEW YORK",439,302,62,120,"asian",127
"PS 20 CLINTON HILL","KINGS",429,267,23,75,"asian",12
"PS 20 JOHN BOWNE","QUEENS",1118,1003,399,169,"asian",804
"PS 20 PO GEORGE J WERDAN III","BRONX",968,931,251,292,"asian",80
"PS 200 BENSON SCHOOL","KINGS",1333,1094,367,191,"asian",441
"PS 200 JAMES MCCUNE SMITH SCHOOL (THE)","NEW YORK",314,292,35,105,"asian",2
"PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE)","QUEENS",442,321,41,123,"asian",73
"PS 202 ERNEST S JENKYNS","KINGS",305,293,38,85,"asian",9
"PS 203 FLOYD BENNETT SCHOOL","KINGS",587,411,57,155,"asian",54
"PS 203 OAKLAND GARDENS","QUEENS",858,367,134,89,"asian",644
"PS 204 MORRIS HEIGHTS","BRONX",598,517,78,145,"asian",8
"PS 204 VINCE LOMBARDI","KINGS",1090,794,152,200,"asian",579
"PS 205 ALEXANDER GRAHAM BELL","QUEENS",279,79,17,57,"asian",119
"PS 205 CLARION","KINGS",1248,837,300,260,"asian",724
"PS 205 FIORELLO LAGUARDIA","BRONX",936,844,225,214,"asian",19
"PS 206 HORACE HARDING SCHOOL (THE)","QUEENS",582,447,161,79,"asian",136
"PS 206 JOSE CELSO BARBOSA","NEW YORK",476,384,69,214,"asian",9
"PS 206 JOSEPH F LAMB","KINGS",1517,1072,361,200,"asian",710
"PS 207","BRONX",306,279,89,74,"asian",16
"PS 207 ELIZABETH G LEARY","KINGS",1145,547,46,230,"asian",166
"PS 207 ROCKWOOD PARK","QUEENS",605,178,5,138,"asian",25
"PS 208 ELSA EBELING","KINGS",327,288,11,100,"asian",6
"PS 209","BRONX",243,231,61,82,"asian",1
"PS 209 CLEARVIEW GARDENS","QUEENS",542,214,43,83,"asian",264
"PS 209 MARGARET MEAD","KINGS",668,494,143,202,"asian",204
"PS 21 CRISPUS ATTUCKS","KINGS",486,363,10,119,"asian",3
"PS 21 EDWARD HART","QUEENS",1259,960,330,168,"asian",798
"PS 21 PHILIP H SHERIDAN","BRONX",644,592,70,144,"asian",21
"PS 211","BRONX",548,506,106,125,"asian",1
"PS 212","QUEENS",162,160,50,31,"asian",0
"PS 212","BRONX",162,160,50,31,"asian",0
"PS 212","QUEENS",758,433,120,133,"asian",204
"PS 212","BRONX",758,433,120,133,"asian",204
"PS 212 LADY DEBORAH MOODY","KINGS",671,571,150,191,"asian",222
"PS 212 MIDTOWN WEST","NEW YORK",326,70,7,51,"asian",48
"PS 213 CARL ULLMAN SCHOOL (THE)","QUEENS",388,220,61,57,"asian",248
"PS 213 NEW LOTS","KINGS",229,212,23,44,"asian",11
"PS 214","BRONX",1058,918,154,228,"asian",27
"PS 214 CADWALLADER COLDEN","QUEENS",411,312,88,64,"asian",267
"PS 214 MICHAEL FRIEDSAM","KINGS",778,643,120,136,"asian",386
"PS 215 MORRIS H WEISS","KINGS",798,564,183,131,"asian",201
"PS 216 ARTURO TOSCANINI","KINGS",666,494,173,115,"asian",181
"PS 217 COLONEL DAVID MARCUS SCHOOL","KINGS",1091,853,287,161,"asian",576
"PS 219 KENNEDY-KING","KINGS",396,321,51,106,"asian",6
"PS 219 PAUL KLAPPER","QUEENS",590,428,96,189,"asian",285
"PS 22 THOMAS JEFFERSON","QUEENS",882,788,421,116,"asian",557
"PS 220 EDWARD MANDEL","QUEENS",665,469,155,79,"asian",211
"PS 221 NORTH HILLS SCHOOL (THE)","QUEENS",614,233,41,86,"asian",391
"PS 221 TOUSSAINT L'OUVERTURE","KINGS",251,204,12,48,"asian",0
"PS 222 KATHERINE R SNYDER","KINGS",882,466,92,213,"asian",187
"PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL","QUEENS",241,173,61,36,"asian",35
"PS 223 LYNDON B JOHNSON","QUEENS",499,449,29,128,"asian",64
"PS 224 HALE A WOODRUFF","KINGS",342,324,31,96,"asian",4
"PS 225 EILEEN E ZAGLIN (THE)","KINGS",951,789,390,204,"asian",201
"PS 226","BRONX",417,402,119,88,"asian",2
"PS 226 ALFRED DE B MASON","KINGS",960,782,261,185,"asian",291
"PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS","QUEENS",270,232,142,60,"asian",21
"PS 229 DYKER","KINGS",1207,697,142,186,"asian",728
"PS 229 EMANUEL KAPLAN","QUEENS",1373,970,103,293,"asian",511
"PS 23 CARTER G WOODSON","KINGS",253,231,21,98,"asian",3
"PS 23 NEW CHILDREN'S SCHOOL (THE)","BRONX",385,374,91,107,"asian",3
"PS 230 DORIS L COHEN","KINGS",1036,750,272,204,"asian",477
"PS 232 LINDENWOOD","QUEENS",921,536,37,209,"asian",85
"PS 233 LANGSTON HUGHES","KINGS",390,320,15,91,"asian",3
"PS 234","QUEENS",452,366,76,91,"asian",104
"PS 234 INDEPENDENCE SCHOOL","NEW YORK",639,71,8,119,"asian",57
"PS 235 LENOX SCHOOL","KINGS",1192,781,17,118,"asian",11
"PS 236 LANGSTON HUGHES","BRONX",297,286,44,78,"asian",1
"PS 236 MILL BASIN","KINGS",516,230,35,80,"asian",50
"PS 238 ANNE SULLIVAN","KINGS",541,469,211,127,"asian",114
"PS 239","QUEENS",486,432,130,130,"asian",69
"PS 24","KINGS",574,540,269,123,"asian",23
"PS 24 ANDREW JACKSON","QUEENS",1012,709,386,125,"asian",857
"PS 24 SPUYTEN DUYVIL","BRONX",840,234,32,130,"asian",75
"PS 241 EMMA L JOHNSTON","KINGS",429,379,29,58,"asian",1
"PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL","QUEENS",364,249,130,61,"asian",283
"PS 242 YOUNG DIPLOMATS MAGNET ACADEMY (THE)","NEW YORK",124,106,10,49,"asian",0
"PS 243  WEEKSVILLE SCHOOL (THE)","KINGS",212,201,15,72,"asian",8
"PS 244 RICHARD R GREEN","KINGS",458,378,21,112,"asian",9
"PS 245","KINGS",288,277,22,79,"asian",4
"PS 246 POE CENTER","BRONX",679,626,254,154,"asian",18
"PS 247","KINGS",868,573,232,173,"asian",453
"PS 249 CATON (THE)","KINGS",838,621,191,165,"asian",54
"PS 25 BILINGUAL SCHOOL","BRONX",496,468,95,177,"asian",4
"PS 25 EUBIE BLAKE SCHOOL","KINGS",79,76,15,16,"asian",3
"PS 250 GEORGE H LINDSEY","KINGS",427,349,52,78,"asian",75
"PS 251","QUEENS",318,230,5,84,"asian",20
"PS 251 PAERDEGAT","KINGS",446,347,34,98,"asian",11
"PS 253","QUEENS",898,732,194,158,"asian",315
"PS 253","KINGS",898,732,194,158,"asian",315
"PS 253","QUEENS",523,509,165,145,"asian",17
"PS 253","KINGS",523,509,165,145,"asian",17
"PS 254 DAG HAMMARSKJOLD","KINGS",766,437,175,108,"asian",226
"PS 254-OSA PARKS SCHOOL (THE)","QUEENS",565,431,96,88,"asian",59
"PS 255 BARBARA REING SCHOOL","KINGS",881,681,186,158,"asian",193
"PS 256 BENJAMIN BANNEKER","KINGS",227,222,27,51,"asian",2
"PS 257 JOHN F HYLAN","KINGS",536,451,75,157,"asian",4
"PS 26 JESSE OWENS","KINGS",228,171,10,53,"asian",4
"PS 26 RUFUS KING","QUEENS",681,455,99,141,"asian",416
"PS 261 PHILIP LIVINGSTON","KINGS",753,274,34,150,"asian",57
"PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL","KINGS",144,133,3,29,"asian",1
"PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS","KINGS",463,308,53,127,"asian",60
"PS 268 EMMA LAZARUS","KINGS",305,245,28,65,"asian",1
"PS 27 HILLERY PARK ACADEMY","ERIE",612,511,23,173,"asian",20
"PS 270 JOHANN DEKALB","KINGS",97,89,8,38,"asian",4
"PS 272 CURTIS ESTABROOK","KINGS",403,364,26,154,"asian",16
"PS 273","QUEENS",277,254,35,63,"asian",41
"PS 273 WORTMAN","KINGS",315,270,8,90,"asian",5
"PS 274 KOSCIUSKO","KINGS",330,326,85,78,"asian",3
"PS 276 LOUIS MARSHALL","KINGS",545,471,89,113,"asian",14
"PS 277","BRONX",375,345,69,104,"asian",3
"PS 277 GERRITSEN BEACH","KINGS",395,199,27,93,"asian",59
"PS 279 CAPT MANUEL RIVERA JR","BRONX",1040,992,281,225,"asian",32
"PS 279 HERMAN SCHREIBER","KINGS",361,292,20,67,"asian",7
"PS 28 MOUNT HOPE","BRONX",669,637,200,189,"asian",4
"PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER","QUEENS",462,386,294,98,"asian",30
"PS 28 WARREN PREP ACADEMY (THE)","KINGS",106,104,5,33,"asian",2
"PS 28 WRIGHT BROTHERS","NEW YORK",563,520,224,179,"asian",5
"PS 280","QUEENS",624,593,194,92,"asian",46
"PS 282 PARK SLOPE","KINGS",573,286,12,123,"asian",20
"PS 284 LEW WALLACE","KINGS",234,227,17,63,"asian",1
"PS 287 BAILEY K ASHFORD","KINGS",126,119,9,37,"asian",8
"PS 288 SHIRLEY TANYHILL (THE)","KINGS",587,556,31,188,"asian",11
"PS 289 GEORGE V BROWER","KINGS",322,264,33,89,"asian",19
"PS 29","QUEENS",665,554,191,133,"asian",173
"PS 29 JOHN M HARRIGAN","KINGS",915,126,29,138,"asian",44
"PS 290 JUAN MOREL CAMPOS","KINGS",440,419,104,113,"asian",11
"PS 290 MANHATTAN NEW SCHOOL","NEW YORK",559,78,13,104,"asian",60
"PS 291","BRONX",598,597,167,113,"asian",4
"PS 295","KINGS",394,163,39,133,"asian",38
"PS 297 ABRAHAM STOCKTON","KINGS",187,161,27,48,"asian",0
"PS 298 DR BETTY SHABAZZ","KINGS",213,211,18,70,"asian",5
"PS 299 THOMAS WARREN FIELD SCHOOL","KINGS",213,206,34,57,"asian",0
"PS 3 BEDFORD VILLAGE (THE)","KINGS",307,289,42,74,"asian",26
"PS 3 CHARRETTE SCHOOL","NEW YORK",677,163,31,148,"asian",62
"PS 3 RAUL JULIA MICRO SOCIETY","BRONX",296,288,47,69,"asian",0
"PS 30 HERNANDEZ/HUGHES","NEW YORK",221,211,22,60,"asian",3
"PS 30 WILTON","BRONX",460,437,115,120,"asian",4
"PS 304 EARLY CHILDHOOD SCHOOL","BRONX",460,307,11,107,"asian",37
"PS 305 DR PETER RAY","KINGS",128,121,21,37,"asian",8
"PS 306","BRONX",660,589,105,141,"asian",9
"PS 306 ETHAN ALLEN","KINGS",265,245,3,98,"asian",1
"PS 307 DANIEL HALE WILLIAMS","KINGS",332,270,11,128,"asian",11
"PS 308 CLARA CARDWELL","KINGS",227,213,11,71,"asian",6
"PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY","KINGS",183,165,14,48,"asian",6
"PS 31 BAYSIDE","QUEENS",505,302,60,107,"asian",284
"PS 31 SAMUEL F DUPONT","KINGS",529,403,40,91,"asian",49
"PS 310 MARBLE HILL","BRONX",606,571,94,112,"asian",13
"PS 312 BERGEN BEACH","KINGS",710,388,34,153,"asian",35
"PS 315","KINGS",612,542,97,173,"asian",51
"PS 315 LAB SCHOOL","BRONX",225,211,29,48,"asian",4
"PS 316 ELIJAH STROUD","KINGS",521,356,21,88,"asian",13
"PS 319","KINGS",77,64,26,12,"asian",0
"PS 32 BELMONT","BRONX",726,709,134,181,"asian",6
"PS 32 SAMUELS MILLS SPROLE","KINGS",440,191,18,126,"asian",43
"PS 32 STATE STREET","QUEENS",962,627,140,123,"asian",677
"PS 321 WILLIAM PENN","KINGS",1384,121,30,204,"asian",83
"PS 326","KINGS",138,98,44,36,"asian",21
"PS 327 DR ROSE B ENGLISH","KINGS",223,223,21,81,"asian",5
"PS 328 PHYLLIS WHEATLEY","KINGS",249,247,36,78,"asian",7
"PS 329 SURFSIDE","KINGS",361,346,16,107,"asian",19
"PS 33 CHELSEA PREP","NEW YORK",604,294,37,109,"asian",139
"PS 33 EDWARD M FUNK","QUEENS",945,727,160,140,"asian",459
"PS 33 TIMOTHY DWIGHT","BRONX",838,781,211,195,"asian",5
"PS 330","QUEENS",567,530,170,124,"asian",36
"PS 333 MANHATTAN SCHOOL FOR CHILDREN","NEW YORK",755,134,18,162,"asian",47
"PS 333 THE MUSEUM SCHOOL","BRONX",575,555,129,202,"asian",3
"PS 335 GRANVILLE T WOODS","KINGS",204,187,15,62,"asian",0
"PS 34 FRANKLIN D ROOSEVELT","NEW YORK",289,286,22,117,"asian",9
"PS 34 JOHN HARVARD","QUEENS",554,490,54,96,"asian",70
"PS 34 OLIVER H PERRY","KINGS",417,123,79,66,"asian",10
"PS 340","BRONX",578,493,180,167,"asian",10
"PS 345 PATROLMAN ROBERT BOLDEN","KINGS",514,437,95,89,"asian",39
"PS 346 ABE STARK","KINGS",535,476,8,121,"asian",26
"PS 35 FRANZ SIEGEL","BRONX",618,586,150,166,"asian",4
"PS 35 NATHANIEL WOODHULL","QUEENS",634,531,93,97,"asian",182
"PS 354","QUEENS",542,437,18,108,"asian",14
"PS 36 MARGARET DOUGLAS","NEW YORK",287,266,30,117,"asian",4
"PS 36 ST ALBANS SCHOOL","QUEENS",402,278,27,92,"asian",11
"PS 36 UNIONPORT","BRONX",707,528,94,153,"asian",179
"PS 360","BRONX",187,113,0,25,"asian",0
"PS 360","QUEENS",187,113,0,25,"asian",0
"PS 360","BRONX",390,369,80,98,"asian",9
"PS 360","QUEENS",390,369,80,98,"asian",9
"PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL","KINGS",586,486,136,154,"asian",22
"PS 37 MULTIPLE INTELLIGENCE SCHOOL","BRONX",625,542,95,188,"asian",12
"PS 375 JACKIE ROBINSON SCHOOL","KINGS",307,292,80,84,"asian",9
"PS 376","KINGS",522,432,77,74,"asian",12
"PS 376","QUEENS",522,432,77,74,"asian",12
"PS 376","KINGS",117,55,23,15,"asian",68
"PS 376","QUEENS",117,55,23,15,"asian",68
"PS 377","QUEENS",124,88,16,25,"asian",26
"PS 377 ALEJANDINA B DE GAUTIER","KINGS",134,124,18,40,"asian",0
"PS 38 PACIFIC (THE)","KINGS",522,284,26,77,"asian",96
"PS 38 ROBERTO CLEMENTE","NEW YORK",193,185,27,75,"asian",4
"PS 38 ROSEDALE","QUEENS",281,200,16,47,"asian",7
"PS 380 JOHN WAYNE ELEMENTARY","KINGS",521,415,111,153,"asian",6
"PS 384","QUEENS",35,15,7,6,"asian",10
"PS 39 HENRY BRISTOW","KINGS",414,58,17,53,"asian",33
"PS 396","BRONX",254,237,59,93,"asian",3
"PS 397 FOSTER-LAURIE","KINGS",168,150,21,35,"asian",4
"PS 398 WALTER WEAVER","KINGS",259,248,33,70,"asian",4
"PS 399 STANLEY EUGENE CLARKE","KINGS",336,322,36,52,"asian",11
"PS 4 DUKE ELLINGTON","NEW YORK",467,412,140,133,"asian",8
"PS 40 AUGUSTUS SAINT-GAUDENS","NEW YORK",674,83,18,124,"asian",85
"PS 40 GEORGE W CARVER","KINGS",293,252,30,64,"asian",12
"PS 40 SAMUEL HUNTINGTON","QUEENS",360,319,21,99,"asian",48
"PS 41 CROCHERON","QUEENS",463,177,35,91,"asian",244
"PS 41 FRANCIS WHITE","KINGS",400,387,28,118,"asian",3
"PS 41 GREENWICH VILLAGE","NEW YORK",636,48,12,116,"asian",47
"PS 41 GUN HILL ROAD","BRONX",860,831,99,175,"asian",18
"PS 42 BENJAMIN ALTMAN","NEW YORK",542,406,187,107,"asian",478
"PS 42 CLAREMONT","BRONX",366,363,40,122,"asian",1
"PS 42 OCCUPATIONAL TRAINING CENTER","ERIE",77,75,17,77,"asian",4
"PS 43","QUEENS",810,760,72,214,"asian",22
"PS 43 JONAS BRONCK","BRONX",354,345,55,93,"asian",1
"PS 44 DAVID C FARRAGUT","BRONX",269,262,47,56,"asian",2
"PS 44 MARCUS GARVEY","KINGS",111,106,10,34,"asian",1
"PS 45 CLARENCE WITHERSPOON","QUEENS",263,229,29,67,"asian",18
"PS 452","NEW YORK",324,107,17,67,"asian",34
"PS 46 ALLEY POND","QUEENS",525,256,68,145,"asian",333
"PS 46 ARTHUR TAPPAN","NEW YORK",582,548,59,205,"asian",6
"PS 46 EDGAR ALLEN POE","BRONX",860,775,334,217,"asian",14
"PS 46 EDWARD C BLUM","KINGS",217,201,38,75,"asian",5
"PS 47 CHRIS GALAS","QUEENS",211,96,4,64,"asian",1
"PS 47 JOHN RANDOLPH","BRONX",1062,1016,253,228,"asian",140
"PS 48 JOSEPH R DRAKE","BRONX",606,579,149,195,"asian",3
"PS 48 MAPLETON","KINGS",540,392,155,121,"asian",240
"PS 48 PO MICHAEL J BUCZEK","NEW YORK",442,413,155,125,"asian",7
"PS 48 WILLIAM WORDSWORTH","QUEENS",514,459,68,145,"asian",89
"PS 49 DOROTHY BONAWIT KOLE","QUEENS",1198,618,76,210,"asian",234
"PS 49 WILLIS AVENUE","BRONX",559,538,88,192,"asian",1
"PS 5 DR RONALD MCNAIR","KINGS",163,146,8,69,"asian",0
"PS 5 ELLEN LURIE","NEW YORK",520,480,223,135,"asian",2
"PS 5 PORT MORRIS","BRONX",697,669,178,182,"asian",3
"PS 50 TALFOURD LAWN ELEMENTARY SCHOOL","QUEENS",755,695,125,144,"asian",175
"PS 503 SCHOOL OF DISCOVERY (THE)","KINGS",992,941,542,244,"asian",201
"PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE)","KINGS",784,739,252,161,"asian",240
"PS 51","QUEENS",211,165,58,27,"asian",50
"PS 51 BRONX NEW SCHOOL","BRONX",190,160,7,36,"asian",4
"PS 51 ELIAS HOWE","NEW YORK",412,259,34,109,"asian",49
"PS 52","QUEENS",384,313,31,96,"asian",20
"PS 52 SHEEPSHEAD BAY","KINGS",743,559,212,112,"asian",137
"PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION","NEW YORK",429,76,17,82,"asian",52
"PS 53 BASHEER QUISIM","BRONX",994,925,340,166,"asian",15
"PS 536","BRONX",402,378,77,81,"asian",37
"PS 54 HILLSIDE","QUEENS",524,419,125,93,"asian",173
"PS 54 SAMUEL C BARNES","KINGS",173,158,25,36,"asian",9
"PS 55 BENJAMIN FRANKLIN","BRONX",525,516,52,132,"asian",0
"PS 55 MAURE","QUEENS",440,357,65,103,"asian",192
"PS 56 HARRY EICHLER","QUEENS",362,288,92,83,"asian",131
"PS 56 LEWIS H LATIMER","KINGS",226,164,13,64,"asian",10
"PS 56 NORWOOD HEIGHTS","BRONX",666,561,102,181,"asian",142
"PS 57 CRESCENT","BRONX",529,485,91,137,"asian",8
"PS 58","BRONX",396,377,112,125,"asian",4
"PS 58 CARROLL (THE)","KINGS",954,121,44,136,"asian",30
"PS 58 SCHOOL OF HEROES","QUEENS",985,729,121,169,"asian",393
"PS 583","BRONX",122,108,22,24,"asian",44
"PS 59 BEEKMAN HILL INTERNATIONAL","NEW YORK",579,68,28,91,"asian",118
"PS 59 DR CHARLES DREW SCIENCE MAGNET","ERIE",667,623,102,211,"asian",69
"PS 59 THE COMMUNITY SCHOOL OF TECHNOLOGY","BRONX",466,459,87,153,"asian",4
"PS 59 WILLIAM FLOYD","KINGS",301,287,26,96,"asian",6
"PS 595","BRONX",122,114,22,34,"asian",0
"PS 6","KINGS",643,535,133,139,"asian",7
"PS 6 LILLIE D BLAKE","NEW YORK",589,76,22,110,"asian",97
"PS 6 WEST FARMS","BRONX",486,479,49,146,"asian",2
"PS 60 WOODHAVEN","QUEENS",1055,872,209,195,"asian",187
"PS 61 AT 171","ERIE",244,232,6,66,"asian",8
"PS 61 FRANCISCO OLLER","BRONX",261,246,30,53,"asian",2
"PS 62 CHESTER PARK SCHOOL","QUEENS",867,602,132,126,"asian",507
"PS 62 INOCENSIO CASANOVA","BRONX",615,599,83,235,"asian",1
"PS 63 AUTHOR'S ACADEMY","BRONX",479,459,96,127,"asian",4
"PS 63 OLD SOUTH","QUEENS",1115,894,160,200,"asian",410
"PS 64 FREDERICK LAW OLMSTED","ERIE",540,163,23,111,"asian",16
"PS 64 JOSEPH P ADDABBO","QUEENS",553,414,117,88,"asian",337
"PS 64 ROBERT SIMON","NEW YORK",207,181,6,65,"asian",7
"PS 65","KINGS",575,479,141,79,"asian",20
"PS 65 MOTHER HALE ACADEMY","BRONX",329,320,43,95,"asian",7
"PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE)","QUEENS",424,294,42,100,"asian",159
"PS 65 ROOSEVELT ACADEMY ECC","ERIE",297,254,36,77,"asian",25
"PS 66","KINGS",768,522,29,112,"asian",9
"PS 66 JACQUELINE KENNEDY-ONASSIS","QUEENS",455,372,144,116,"asian",71
"PS 66 NORTH PARK ACADEMY","ERIE",118,104,9,44,"asian",5
"PS 66 SCHOOL OF HIGHER EXPECTATIONS","BRONX",527,484,83,133,"asian",8
"PS 67 CHARLES A DORSEY","KINGS",195,193,17,74,"asian",8
"PS 67 MOHEGAN SCHOOL","BRONX",445,439,57,112,"asian",1
"PS 68","BRONX",626,436,9,163,"asian",9
"PS 68 CAMBRIDGE","QUEENS",543,372,77,130,"asian",15
"PS 69 HOUGHTON ACADEMY","ERIE",464,417,20,123,"asian",36
"PS 69 JACKSON HEIGHTS","QUEENS",955,600,207,123,"asian",474
"PS 69 JOURNEY PREP SCHOOL","BRONX",582,493,76,148,"asian",14
"PS 69 VINCENT D GRIPPO SCHOOL","KINGS",769,750,371,98,"asian",708
"PS 7 ABRAHAM LINCOLN","KINGS",792,725,171,163,"asian",55
"PS 7 LOUIS F SIMEONE","QUEENS",1334,1120,546,181,"asian",808
"PS 7 SAMUEL STERN","NEW YORK",383,354,37,116,"asian",14
"PS 70","QUEENS",767,615,187,123,"asian",122
"PS 70 MAX SCHOENFELD","BRONX",1118,1081,308,252,"asian",5
"PS 71 FOREST","QUEENS",650,556,109,138,"asian",29
"PS 71 ROSE E SCALA","BRONX",1571,1150,150,349,"asian",134
"PS 72 DR WILLIAM DORNEY","BRONX",692,602,34,227,"asian",32
"PS 73 BRONX","BRONX",533,507,141,125,"asian",0
"PS 74 HAMLIN PARK ELEMENTARY SCHOOL","ERIE",417,399,29,90,"asian",15
"PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS","KINGS",532,396,74,84,"asian",195
"PS 75 EMILY DICKINSON","NEW YORK",552,387,83,238,"asian",14
"PS 75 MAYDA CORTIELLA","KINGS",292,264,53,77,"asian",5
"PS 75 SCHOOL OF RESEARCH AND DISCOVERY","BRONX",531,457,86,121,"asian",8
"PS 76 A PHILLIP RANDOLPH","NEW YORK",406,390,35,114,"asian",1
"PS 76 BENNINGTON SCHOOL (THE)","BRONX",890,702,138,170,"asian",46
"PS 76 WILLIAM HALLETT","QUEENS",409,332,58,155,"asian",32
"PS 77 LOWER LAB SCHOOL","NEW YORK",360,42,0,34,"asian",118
"PS 770 NEW AMERICAN ACADEMY","KINGS",277,155,7,51,"asian",7
"PS 78 ANNE HUTCHINSON","BRONX",782,649,50,150,"asian",9
"PS 79 FRANCIS LEWIS","QUEENS",1049,543,131,134,"asian",569
"PS 8 ISSAC VARIAN","BRONX",939,823,236,225,"asian",55
"PS 8 LUIS BELLIARD","NEW YORK",458,446,180,97,"asian",1
"PS 8 ROBERT FULTON","KINGS",901,190,25,114,"asian",58
"PS 80 THURGOOD MARSHALL MAGNET OF MULTIMEDIA","QUEENS",444,334,16,110,"asian",10
"PS 81","ERIE",726,546,25,161,"asian",41
"PS 81 JEAN PAUL RICHTER","QUEENS",602,495,172,178,"asian",30
"PS 81 ROBERT J CHRISTEN","BRONX",743,333,59,147,"asian",52
"PS 81 THADDEUS STEVENS","KINGS",252,234,19,95,"asian",9
"PS 82","ERIE",305,292,17,108,"asian",10
"PS 82 HAMMOND","QUEENS",650,541,222,116,"asian",149
"PS 83 DONALD HERTZ","BRONX",1661,1105,288,347,"asian",163
"PS 83 LUIS MUNOZ RIVERA","NEW YORK",387,337,36,107,"asian",35
"PS 84","ERIE",206,172,39,206,"asian",15
"PS 84 JOSE DE DIEGO","KINGS",711,368,94,138,"asian",19
"PS 84 LILLIAN WEBER","NEW YORK",566,227,47,111,"asian",18
"PS 84 STEINWAY","QUEENS",243,132,28,49,"asian",18
"PS 85 GREAT EXPECTATIONS","BRONX",846,809,237,201,"asian",7
"PS 85 JUDGE CHARLES VALLONE","QUEENS",578,237,86,74,"asian",98
"PS 86","QUEENS",825,664,238,132,"asian",455
"PS 86 KINGSBRIDGE HEIGHTS","BRONX",1589,1402,505,343,"asian",60
"PS 86 THE IRVINGTON","KINGS",354,340,93,101,"asian",7
"PS 87","BRONX",592,445,28,129,"asian",29
"PS 87 WILLIAM SHERMAN","NEW YORK",877,91,26,179,"asian",69
"PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL","BRONX",152,145,25,26,"asian",1
"PS 88 SENECA","QUEENS",830,619,132,166,"asian",62
"PS 889","KINGS",101,66,12,9,"asian",18
"PS 89","BRONX",1504,1191,303,273,"asian",148
"PS 89","NEW YORK",1504,1191,303,273,"asian",148
"PS 89","BRONX",421,40,26,73,"asian",77
"PS 89","NEW YORK",421,40,26,73,"asian",77
"PS 89 CYPRESS HILLS","KINGS",444,423,202,121,"asian",4
"PS 89 ELMHURST","QUEENS",1815,1422,792,291,"asian",408
"PS 898","KINGS",44,40,1,17,"asian",0
"PS 9 RYER AVENUE ELEMENTARY SCHOOL","BRONX",763,709,257,184,"asian",13
"PS 9 SARAH ANDERSON","NEW YORK",595,132,15,122,"asian",51
"PS 9 TEUNIS G BERGEN","KINGS",811,319,20,147,"asian",62
"PS 90 EDNA COHEN SCHOOL","KINGS",572,477,134,107,"asian",67
"PS 90 HORACE MANN","QUEENS",754,672,190,156,"asian",240
"PS 91 ALBANY AVENUE SCHOOL (THE)","KINGS",230,204,26,62,"asian",2
"PS 91 BRONX","BRONX",647,620,261,156,"asian",23
"PS 91 RICHARD ARKWRIGHT","QUEENS",652,434,76,144,"asian",20
"PS 92 ADRIAN HEGEMAN","KINGS",378,336,83,94,"asian",41
"PS 92 HARRY T STEWART SR","QUEENS",816,683,202,188,"asian",10
"PS 92 MARY MCLEOD BETHUNE","NEW YORK",241,237,19,100,"asian",2
"PS 93 ALBERT G OLIVER","BRONX",264,183,18,65,"asian",0
"PS 93 WILLIAM H PRESCOTT","KINGS",201,193,20,50,"asian",41
"PS 94 DAVID D PORTER","QUEENS",311,145,33,49,"asian",184
"PS 94 HENRY LONGFELLOW (THE)","KINGS",1289,1273,622,122,"asian",897
"PS 94 KINGS COLLEGE SCHOOL","BRONX",1226,1142,309,305,"asian",105
"PS 95 EASTWOOD","QUEENS",1445,1037,297,189,"asian",623
"PS 95 GRAVESEND (THE)","KINGS",967,699,127,182,"asian",354
"PS 95 SHEILA MENCHER","BRONX",1237,1016,200,276,"asian",71
"PS 96","QUEENS",277,233,42,37,"asian",124
"PS 96 JOSEPH LANZETTA","NEW YORK",362,344,79,129,"asian",7
"PS 96 RICHARD RODGERS","BRONX",889,706,68,193,"asian",35
"PS 97","BRONX",594,459,45,132,"asian",100
"PS 97 FOREST PARK","QUEENS",670,562,163,124,"asian",118
"PS 97 HIGHLAWN (THE)","KINGS",773,515,230,148,"asian",391
