"school_name","county","total","n_amind","n_asian","n_black","n_hisp","n_white","n_multi","n_ed","n_ell","n_swd"
"PS 233 LANGSTON HUGHES","KINGS",390,0,3,354,23,9,1,320,15,91
"PS 234","QUEENS",452,2,104,31,176,137,2,366,76,91
"PS 234 INDEPENDENCE SCHOOL","NEW YORK",639,0,57,11,56,461,54,71,8,119
"PS 235 LENOX SCHOOL","KINGS",1192,8,11,1108,33,12,20,781,17,118
"PS 236 LANGSTON HUGHES","BRONX",297,2,1,69,222,3,0,286,44,78
"PS 236 MILL BASIN","KINGS",516,3,50,105,70,260,28,230,35,80
"PS 238 ANNE SULLIVAN","KINGS",541,0,114,23,272,124,8,469,211,127
"PS 239","QUEENS",486,1,69,6,377,32,1,432,130,130
"PS 24","KINGS",574,3,23,8,509,31,0,540,269,123
"PS 24 ANDREW JACKSON","QUEENS",1012,3,857,18,110,13,11,709,386,125
"PS 24 SPUYTEN DUYVIL","BRONX",840,4,75,62,362,299,38,234,32,130
"PS 241 EMMA L JOHNSTON","KINGS",429,1,1,370,40,8,9,379,29,58
"PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL","QUEENS",364,1,283,11,52,14,3,249,130,61
"PS 242 YOUNG DIPLOMATS MAGNET ACADEMY (THE)","NEW YORK",124,1,0,75,44,1,3,106,10,49
"PS 243  WEEKSVILLE SCHOOL (THE)","KINGS",212,3,8,148,51,1,1,201,15,72
"PS 244 RICHARD R GREEN","KINGS",458,1,9,411,27,5,5,378,21,112
"PS 245","KINGS",288,3,4,156,121,3,1,277,22,79
"PS 246 POE CENTER","BRONX",679,3,18,46,586,25,1,626,254,154
"PS 247","KINGS",868,3,453,4,105,303,0,573,232,173
"PS 249 CATON (THE)","KINGS",838,10,54,351,384,36,3,621,191,165
"PS 25 BILINGUAL SCHOOL","BRONX",496,0,4,53,430,6,3,468,95,177
"PS 25 EUBIE BLAKE SCHOOL","KINGS",79,1,3,41,28,5,1,76,15,16
"PS 250 GEORGE H LINDSEY","KINGS",427,0,75,56,289,5,2,349,52,78
"PS 251","QUEENS",318,9,20,255,30,3,1,230,5,84
"PS 251 PAERDEGAT","KINGS",446,3,11,330,68,26,8,347,34,98
"PS 253","QUEENS",898,9,315,4,337,227,6,732,194,158
"PS 253","KINGS",898,9,315,4,337,227,6,732,194,158
"PS 253","QUEENS",523,3,17,161,332,5,5,509,165,145
"PS 253","KINGS",523,3,17,161,332,5,5,509,165,145
"PS 254 DAG HAMMARSKJOLD","KINGS",766,3,226,6,64,466,1,437,175,108
"PS 254-OSA PARKS SCHOOL (THE)","QUEENS",565,7,59,20,424,47,8,431,96,88
"PS 255 BARBARA REING SCHOOL","KINGS",881,7,193,22,87,562,10,681,186,158
"PS 256 BENJAMIN BANNEKER","KINGS",227,1,2,159,59,6,0,222,27,51
"PS 257 JOHN F HYLAN","KINGS",536,2,4,116,408,6,0,451,75,157
"PS 26 JESSE OWENS","KINGS",228,2,4,153,54,14,1,171,10,53
"PS 26 RUFUS KING","QUEENS",681,4,416,64,104,79,14,455,99,141
"PS 261 PHILIP LIVINGSTON","KINGS",753,0,57,156,145,356,39,274,34,150
"PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL","KINGS",144,0,1,118,21,4,0,133,3,29
"PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS","KINGS",463,2,60,15,159,222,5,308,53,127
"PS 268 EMMA LAZARUS","KINGS",305,1,1,274,22,7,0,245,28,65
"PS 27 HILLERY PARK ACADEMY","ERIE",612,6,20,218,109,217,42,511,23,173
"PS 270 JOHANN DEKALB","KINGS",97,0,4,64,26,1,2,89,8,38
"PS 272 CURTIS ESTABROOK","KINGS",403,7,16,306,57,17,0,364,26,154
"PS 273","QUEENS",277,8,41,15,205,7,1,254,35,63
"PS 273 WORTMAN","KINGS",315,1,5,231,73,5,0,270,8,90
"PS 274 KOSCIUSKO","KINGS",330,6,3,42,267,11,1,326,85,78
"PS 276 LOUIS MARSHALL","KINGS",545,5,14,475,24,25,2,471,89,113
"PS 277","BRONX",375,8,3,86,273,4,1,345,69,104
"PS 277 GERRITSEN BEACH","KINGS",395,2,59,7,45,277,5,199,27,93
"PS 279 CAPT MANUEL RIVERA JR","BRONX",1040,5,32,168,828,3,4,992,281,225
"PS 279 HERMAN SCHREIBER","KINGS",361,4,7,317,22,11,0,292,20,67
"PS 28 MOUNT HOPE","BRONX",669,0,4,142,515,6,2,637,200,189
"PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER","QUEENS",462,1,30,0,428,2,1,386,294,98
"PS 28 WARREN PREP ACADEMY (THE)","KINGS",106,0,2,88,13,3,0,104,5,33
"PS 28 WRIGHT BROTHERS","NEW YORK",563,3,5,77,454,22,2,520,224,179
"PS 280","QUEENS",624,4,46,8,557,7,2,593,194,92
"PS 282 PARK SLOPE","KINGS",573,2,20,278,151,112,10,286,12,123
"PS 284 LEW WALLACE","KINGS",234,2,1,155,76,0,0,227,17,63
"PS 287 BAILEY K ASHFORD","KINGS",126,3,8,81,28,4,2,119,9,37
"PS 288 SHIRLEY TANYHILL (THE)","KINGS",587,2,11,359,186,29,0,556,31,188
"PS 289 GEORGE V BROWER","KINGS",322,3,19,229,50,12,9,264,33,89
"PS 29","QUEENS",665,1,173,6,420,63,2,554,191,133
"PS 29 JOHN M HARRIGAN","KINGS",915,2,44,25,102,679,63,126,29,138
"PS 290 JUAN MOREL CAMPOS","KINGS",440,5,11,91,330,2,1,419,104,113
"PS 290 MANHATTAN NEW SCHOOL","NEW YORK",559,1,60,18,51,397,32,78,13,104
"PS 291","BRONX",598,0,4,45,547,2,0,597,167,113
"PS 295","KINGS",394,2,38,29,160,146,19,163,39,133
"PS 297 ABRAHAM STOCKTON","KINGS",187,5,0,73,106,2,1,161,27,48
"PS 298 DR BETTY SHABAZZ","KINGS",213,6,5,140,57,4,1,211,18,70
"PS 299 THOMAS WARREN FIELD SCHOOL","KINGS",213,0,0,98,111,4,0,206,34,57
"PS 3 BEDFORD VILLAGE (THE)","KINGS",307,2,26,228,30,7,14,289,42,74
"PS 3 CHARRETTE SCHOOL","NEW YORK",677,3,62,36,111,428,37,163,31,148
"PS 3 RAUL JULIA MICRO SOCIETY","BRONX",296,0,0,85,210,1,0,288,47,69
"PS 30 HERNANDEZ/HUGHES","NEW YORK",221,2,3,90,118,7,1,211,22,60
"PS 30 WILTON","BRONX",460,4,4,101,339,10,2,437,115,120
"PS 304 EARLY CHILDHOOD SCHOOL","BRONX",460,2,37,35,301,83,2,307,11,107
"PS 305 DR PETER RAY","KINGS",128,4,8,89,18,9,0,121,21,37
"PS 306","BRONX",660,1,9,168,477,5,0,589,105,141
"PS 306 ETHAN ALLEN","KINGS",265,1,1,197,63,3,0,245,3,98
"PS 307 DANIEL HALE WILLIAMS","KINGS",332,6,11,186,100,26,3,270,11,128
"PS 308 CLARA CARDWELL","KINGS",227,5,6,170,44,2,0,213,11,71
"PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY","KINGS",183,1,6,106,63,3,4,165,14,48
"PS 31 BAYSIDE","QUEENS",505,0,284,41,99,69,12,302,60,107
"PS 31 SAMUEL F DUPONT","KINGS",529,5,49,28,232,210,5,403,40,91
"PS 310 MARBLE HILL","BRONX",606,1,13,62,513,16,1,571,94,112
"PS 312 BERGEN BEACH","KINGS",710,8,35,267,100,287,13,388,34,153
"PS 315","KINGS",612,9,51,337,168,42,5,542,97,173
"PS 315 LAB SCHOOL","BRONX",225,0,4,33,186,1,1,211,29,48
"PS 316 ELIJAH STROUD","KINGS",521,4,13,362,85,50,7,356,21,88
"PS 319","KINGS",77,0,0,3,70,4,0,64,26,12
"PS 32 BELMONT","BRONX",726,6,6,136,560,17,1,709,134,181
"PS 32 SAMUELS MILLS SPROLE","KINGS",440,2,43,97,100,177,21,191,18,126
"PS 32 STATE STREET","QUEENS",962,5,677,7,161,90,22,627,140,123
"PS 321 WILLIAM PENN","KINGS",1384,9,83,38,85,1060,109,121,30,204
"PS 326","KINGS",138,1,21,85,24,3,4,98,44,36
"PS 327 DR ROSE B ENGLISH","KINGS",223,3,5,141,67,6,1,223,21,81
"PS 328 PHYLLIS WHEATLEY","KINGS",249,4,7,141,85,12,0,247,36,78
"PS 329 SURFSIDE","KINGS",361,3,19,219,105,15,0,346,16,107
"PS 33 CHELSEA PREP","NEW YORK",604,4,139,111,175,122,53,294,37,109
"PS 33 EDWARD M FUNK","QUEENS",945,64,459,134,230,40,18,727,160,140
"PS 33 TIMOTHY DWIGHT","BRONX",838,14,5,87,721,10,1,781,211,195
"PS 330","QUEENS",567,2,36,21,503,4,1,530,170,124
"PS 333 MANHATTAN SCHOOL FOR CHILDREN","NEW YORK",755,3,47,98,120,441,46,134,18,162
"PS 333 THE MUSEUM SCHOOL","BRONX",575,4,3,115,437,16,0,555,129,202
"PS 335 GRANVILLE T WOODS","KINGS",204,0,0,151,47,5,1,187,15,62
"PS 34 FRANKLIN D ROOSEVELT","NEW YORK",289,3,9,95,172,9,1,286,22,117
"PS 34 JOHN HARVARD","QUEENS",554,15,70,376,84,7,2,490,54,96
"PS 34 OLIVER H PERRY","KINGS",417,1,10,22,85,294,5,123,79,66
"PS 340","BRONX",578,1,10,48,505,12,2,493,180,167
"PS 345 PATROLMAN ROBERT BOLDEN","KINGS",514,7,39,154,301,10,3,437,95,89
"PS 346 ABE STARK","KINGS",535,18,26,336,136,16,3,476,8,121
"PS 35 FRANZ SIEGEL","BRONX",618,6,4,167,432,7,2,586,150,166
"PS 35 NATHANIEL WOODHULL","QUEENS",634,48,182,207,169,19,9,531,93,97
"PS 354","QUEENS",542,5,14,463,49,4,7,437,18,108
"PS 36 MARGARET DOUGLAS","NEW YORK",287,0,4,116,164,3,0,266,30,117
"PS 36 ST ALBANS SCHOOL","QUEENS",402,12,11,328,45,2,4,278,27,92
"PS 36 UNIONPORT","BRONX",707,16,179,65,424,23,0,528,94,153
"PS 360","BRONX",187,1,0,176,10,0,0,113,0,25
"PS 360","QUEENS",187,1,0,176,10,0,0,113,0,25
"PS 360","BRONX",390,2,9,42,326,11,0,369,80,98
"PS 360","QUEENS",390,2,9,42,326,11,0,369,80,98
"PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL","KINGS",586,2,22,442,92,27,1,486,136,154
"PS 37 MULTIPLE INTELLIGENCE SCHOOL","BRONX",625,6,12,132,459,13,3,542,95,188
"PS 375 JACKIE ROBINSON SCHOOL","KINGS",307,5,9,209,76,5,3,292,80,84
"PS 376","KINGS",522,5,12,44,441,19,1,432,77,74
"PS 376","QUEENS",522,5,12,44,441,19,1,432,77,74
"PS 376","KINGS",117,1,68,5,25,16,2,55,23,15
"PS 376","QUEENS",117,1,68,5,25,16,2,55,23,15
"PS 377","QUEENS",124,8,26,10,64,16,0,88,16,25
"PS 377 ALEJANDINA B DE GAUTIER","KINGS",134,0,0,34,99,1,0,124,18,40
"PS 38 PACIFIC (THE)","KINGS",522,0,96,170,121,98,37,284,26,77
"PS 38 ROBERTO CLEMENTE","NEW YORK",193,2,4,66,116,5,0,185,27,75
"PS 38 ROSEDALE","QUEENS",281,1,7,244,22,6,1,200,16,47
"PS 380 JOHN WAYNE ELEMENTARY","KINGS",521,0,6,104,355,56,0,415,111,153
"PS 384","QUEENS",35,0,10,2,8,11,4,15,7,6
"PS 39 HENRY BRISTOW","KINGS",414,1,33,19,37,317,7,58,17,53
"PS 396","BRONX",254,1,3,46,203,1,0,237,59,93
"PS 397 FOSTER-LAURIE","KINGS",168,14,4,124,16,8,2,150,21,35
"PS 398 WALTER WEAVER","KINGS",259,8,4,211,29,6,1,248,33,70
"PS 399 STANLEY EUGENE CLARKE","KINGS",336,11,11,255,56,3,0,322,36,52
"PS 4 DUKE ELLINGTON","NEW YORK",467,4,8,35,420,0,0,412,140,133
"PS 40 AUGUSTUS SAINT-GAUDENS","NEW YORK",674,1,85,11,95,418,64,83,18,124
"PS 40 GEORGE W CARVER","KINGS",293,7,12,199,65,6,4,252,30,64
"PS 40 SAMUEL HUNTINGTON","QUEENS",360,7,48,197,91,17,0,319,21,99
"PS 41 CROCHERON","QUEENS",463,2,244,6,89,111,11,177,35,91
"PS 41 FRANCIS WHITE","KINGS",400,8,3,236,135,7,11,387,28,118
"PS 41 GREENWICH VILLAGE","NEW YORK",636,0,47,10,62,435,82,48,12,116
"PS 41 GUN HILL ROAD","BRONX",860,4,18,425,389,24,0,831,99,175
"PS 42 BENJAMIN ALTMAN","NEW YORK",542,1,478,7,40,14,2,406,187,107
"PS 42 CLAREMONT","BRONX",366,1,1,143,214,6,1,363,40,122
"PS 42 OCCUPATIONAL TRAINING CENTER","ERIE",77,1,4,40,20,11,1,75,17,77
"PS 43","QUEENS",810,9,22,458,276,41,4,760,72,214
"PS 43 JONAS BRONCK","BRONX",354,1,1,89,260,3,0,345,55,93
"PS 44 DAVID C FARRAGUT","BRONX",269,1,2,99,165,2,0,262,47,56
"PS 44 MARCUS GARVEY","KINGS",111,0,1,91,15,4,0,106,10,34
"PS 45 CLARENCE WITHERSPOON","QUEENS",263,11,18,166,59,6,3,229,29,67
"PS 452","NEW YORK",324,2,34,47,50,184,7,107,17,67
"PS 46 ALLEY POND","QUEENS",525,4,333,26,76,71,15,256,68,145
"PS 46 ARTHUR TAPPAN","NEW YORK",582,2,6,277,287,6,4,548,59,205
"PS 46 EDGAR ALLEN POE","BRONX",860,5,14,115,708,15,3,775,334,217
"PS 46 EDWARD C BLUM","KINGS",217,1,5,108,99,2,2,201,38,75
"PS 47 CHRIS GALAS","QUEENS",211,0,1,4,39,163,4,96,4,64
"PS 47 JOHN RANDOLPH","BRONX",1062,23,140,183,684,26,6,1016,253,228
"PS 48 JOSEPH R DRAKE","BRONX",606,1,3,133,464,5,0,579,149,195
"PS 48 MAPLETON","KINGS",540,4,240,5,157,131,3,392,155,121
"PS 48 PO MICHAEL J BUCZEK","NEW YORK",442,0,7,6,412,16,1,413,155,125
"PS 48 WILLIAM WORDSWORTH","QUEENS",514,23,89,265,121,8,8,459,68,145
"PS 49 DOROTHY BONAWIT KOLE","QUEENS",1198,8,234,13,284,647,12,618,76,210
"PS 49 WILLIS AVENUE","BRONX",559,1,1,152,397,5,3,538,88,192
"PS 5 DR RONALD MCNAIR","KINGS",163,0,0,135,23,5,0,146,8,69
"PS 5 ELLEN LURIE","NEW YORK",520,1,2,31,481,2,3,480,223,135
"PS 5 PORT MORRIS","BRONX",697,3,3,188,483,17,3,669,178,182
"PS 50 TALFOURD LAWN ELEMENTARY SCHOOL","QUEENS",755,92,175,136,336,16,0,695,125,144
"PS 503 SCHOOL OF DISCOVERY (THE)","KINGS",992,0,201,6,738,46,1,941,542,244
"PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE)","KINGS",784,1,240,6,504,31,2,739,252,161
"PS 51","QUEENS",211,8,50,10,104,33,6,165,58,27
"PS 51 BRONX NEW SCHOOL","BRONX",190,1,4,63,119,3,0,160,7,36
"PS 51 ELIAS HOWE","NEW YORK",412,2,49,68,202,79,12,259,34,109
"PS 52","QUEENS",384,6,20,290,58,6,4,313,31,96
"PS 52 SHEEPSHEAD BAY","KINGS",743,4,137,112,106,376,8,559,212,112
"PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION","NEW YORK",429,1,52,17,61,250,48,76,17,82
"PS 53 BASHEER QUISIM","BRONX",994,3,15,308,654,14,0,925,340,166
"PS 536","BRONX",402,7,37,98,249,9,2,378,77,81
"PS 54 HILLSIDE","QUEENS",524,23,173,31,287,6,4,419,125,93
"PS 54 SAMUEL C BARNES","KINGS",173,6,9,94,60,3,1,158,25,36
"PS 55 BENJAMIN FRANKLIN","BRONX",525,0,0,260,261,4,0,516,52,132
"PS 55 MAURE","QUEENS",440,97,192,34,106,7,4,357,65,103
"PS 56 HARRY EICHLER","QUEENS",362,10,131,14,157,45,5,288,92,83
"PS 56 LEWIS H LATIMER","KINGS",226,1,10,132,38,40,5,164,13,64
"PS 56 NORWOOD HEIGHTS","BRONX",666,15,142,55,415,38,1,561,102,181
"PS 57 CRESCENT","BRONX",529,16,8,129,362,13,1,485,91,137
"PS 58","BRONX",396,0,4,95,289,6,2,377,112,125
"PS 58 CARROLL (THE)","KINGS",954,1,30,21,99,708,95,121,44,136
"PS 58 SCHOOL OF HEROES","QUEENS",985,4,393,5,397,178,8,729,121,169
"PS 583","BRONX",122,4,44,15,52,5,2,108,22,24
"PS 59 BEEKMAN HILL INTERNATIONAL","NEW YORK",579,4,118,7,59,337,54,68,28,91
"PS 59 DR CHARLES DREW SCIENCE MAGNET","ERIE",667,0,69,411,75,77,35,623,102,211
"PS 59 THE COMMUNITY SCHOOL OF TECHNOLOGY","BRONX",466,4,4,150,302,6,0,459,87,153
"PS 59 WILLIAM FLOYD","KINGS",301,6,6,163,123,3,0,287,26,96
"PS 595","BRONX",122,0,0,30,87,5,0,114,22,34
"PS 6","KINGS",643,8,7,471,131,23,3,535,133,139
"PS 6 LILLIE D BLAKE","NEW YORK",589,2,97,16,36,430,8,76,22,110
"PS 6 WEST FARMS","BRONX",486,1,2,117,362,4,0,479,49,146
"PS 60 WOODHAVEN","QUEENS",1055,36,187,33,754,37,8,872,209,195
"PS 61 AT 171","ERIE",244,0,8,181,25,9,21,232,6,66
"PS 61 FRANCISCO OLLER","BRONX",261,4,2,47,207,1,0,246,30,53
"PS 62 CHESTER PARK SCHOOL","QUEENS",867,93,507,34,212,16,5,602,132,126
"PS 62 INOCENSIO CASANOVA","BRONX",615,3,1,118,475,17,1,599,83,235
"PS 63 AUTHOR'S ACADEMY","BRONX",479,5,4,189,265,15,1,459,96,127
"PS 63 OLD SOUTH","QUEENS",1115,38,410,73,512,69,13,894,160,200
"PS 64 FREDERICK LAW OLMSTED","ERIE",540,1,16,102,100,293,28,163,23,111
"PS 64 JOSEPH P ADDABBO","QUEENS",553,15,337,14,165,15,7,414,117,88
"PS 64 ROBERT SIMON","NEW YORK",207,0,7,38,145,12,5,181,6,65
"PS 65","KINGS",575,14,20,42,491,5,3,479,141,79
"PS 65 MOTHER HALE ACADEMY","BRONX",329,1,7,98,216,3,4,320,43,95
"PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE)","QUEENS",424,38,159,25,186,15,1,294,42,100
"PS 65 ROOSEVELT ACADEMY ECC","ERIE",297,0,25,80,75,89,28,254,36,77
"PS 66","KINGS",768,8,9,653,66,26,6,522,29,112
"PS 66 JACQUELINE KENNEDY-ONASSIS","QUEENS",455,20,71,24,299,40,1,372,144,116
"PS 66 NORTH PARK ACADEMY","ERIE",118,1,5,82,14,9,7,104,9,44
"PS 66 SCHOOL OF HIGHER EXPECTATIONS","BRONX",527,4,8,145,357,13,0,484,83,133
"PS 67 CHARLES A DORSEY","KINGS",195,1,8,121,57,5,3,193,17,74
"PS 67 MOHEGAN SCHOOL","BRONX",445,5,1,111,324,3,1,439,57,112
"PS 68","BRONX",626,5,9,473,124,7,8,436,9,163
"PS 68 CAMBRIDGE","QUEENS",543,0,15,9,482,35,2,372,77,130
"PS 69 HOUGHTON ACADEMY","ERIE",464,0,36,187,54,148,39,417,20,123
"PS 69 JACKSON HEIGHTS","QUEENS",955,8,474,6,378,75,14,600,207,123
"PS 69 JOURNEY PREP SCHOOL","BRONX",582,6,14,90,463,9,0,493,76,148
"PS 69 VINCENT D GRIPPO SCHOOL","KINGS",769,0,708,2,30,28,1,750,371,98
"PS 7 ABRAHAM LINCOLN","KINGS",792,11,55,58,648,20,0,725,171,163
"PS 7 LOUIS F SIMEONE","QUEENS",1334,3,808,5,476,37,5,1120,546,181
"PS 7 SAMUEL STERN","NEW YORK",383,4,14,116,232,10,7,354,37,116
"PS 70","QUEENS",767,8,122,21,333,275,8,615,187,123
"PS 70 MAX SCHOENFELD","BRONX",1118,1,5,264,835,13,0,1081,308,252
"PS 71 FOREST","QUEENS",650,34,29,6,351,226,4,556,109,138
"PS 71 ROSE E SCALA","BRONX",1571,7,134,79,987,351,13,1150,150,349
"PS 72 DR WILLIAM DORNEY","BRONX",692,0,32,160,466,34,0,602,34,227
"PS 73 BRONX","BRONX",533,1,0,123,398,9,2,507,141,125
"PS 74 HAMLIN PARK ELEMENTARY SCHOOL","ERIE",417,3,15,324,35,26,14,399,29,90
"PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS","KINGS",532,1,195,5,151,174,6,396,74,84
"PS 75 EMILY DICKINSON","NEW YORK",552,2,14,121,304,94,17,387,83,238
"PS 75 MAYDA CORTIELLA","KINGS",292,0,5,59,221,7,0,264,53,77
"PS 75 SCHOOL OF RESEARCH AND DISCOVERY","BRONX",531,3,8,123,381,15,1,457,86,121
"PS 76 A PHILLIP RANDOLPH","NEW YORK",406,0,1,296,91,14,4,390,35,114
"PS 76 BENNINGTON SCHOOL (THE)","BRONX",890,4,46,391,387,55,7,702,138,170
"PS 76 WILLIAM HALLETT","QUEENS",409,3,32,122,212,36,4,332,58,155
"PS 77 LOWER LAB SCHOOL","NEW YORK",360,0,118,1,17,182,42,42,0,34
"PS 770 NEW AMERICAN ACADEMY","KINGS",277,3,7,157,28,50,32,155,7,51
"PS 78 ANNE HUTCHINSON","BRONX",782,7,9,552,194,19,1,649,50,150
"PS 79 FRANCIS LEWIS","QUEENS",1049,1,569,5,207,256,11,543,131,134
"PS 8 ISSAC VARIAN","BRONX",939,7,55,70,742,62,3,823,236,225
"PS 8 LUIS BELLIARD","NEW YORK",458,0,1,9,443,5,0,446,180,97
"PS 8 ROBERT FULTON","KINGS",901,6,58,127,114,526,70,190,25,114
"PS 80 THURGOOD MARSHALL MAGNET OF MULTIMEDIA","QUEENS",444,7,10,374,38,5,10,334,16,110
"PS 81","ERIE",726,15,41,347,110,142,71,546,25,161
"PS 81 JEAN PAUL RICHTER","QUEENS",602,2,30,11,515,41,3,495,172,178
"PS 81 ROBERT J CHRISTEN","BRONX",743,6,52,69,391,204,21,333,59,147
"PS 81 THADDEUS STEVENS","KINGS",252,4,9,150,80,5,4,234,19,95
"PS 82","ERIE",305,0,10,239,26,19,11,292,17,108
"PS 82 HAMMOND","QUEENS",650,18,149,37,436,6,4,541,222,116
"PS 83 DONALD HERTZ","BRONX",1661,13,163,115,797,563,10,1105,288,347
"PS 83 LUIS MUNOZ RIVERA","NEW YORK",387,2,35,74,268,7,1,337,36,107
"PS 84","ERIE",206,0,15,74,38,71,8,172,39,206
"PS 84 JOSE DE DIEGO","KINGS",711,0,19,43,444,165,40,368,94,138
"PS 84 LILLIAN WEBER","NEW YORK",566,1,18,42,196,284,25,227,47,111
"PS 84 STEINWAY","QUEENS",243,1,18,16,104,101,3,132,28,49
"PS 85 GREAT EXPECTATIONS","BRONX",846,7,7,225,602,3,2,809,237,201
"PS 85 JUDGE CHARLES VALLONE","QUEENS",578,4,98,15,161,278,22,237,86,74
"PS 86","QUEENS",825,19,455,48,270,29,4,664,238,132
"PS 86 KINGSBRIDGE HEIGHTS","BRONX",1589,9,60,91,1405,22,2,1402,505,343
"PS 86 THE IRVINGTON","KINGS",354,1,7,3,336,7,0,340,93,101
"PS 87","BRONX",592,18,29,406,112,12,15,445,28,129
"PS 87 WILLIAM SHERMAN","NEW YORK",877,3,69,32,124,566,83,91,26,179
"PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL","BRONX",152,0,1,32,116,3,0,145,25,26
"PS 88 SENECA","QUEENS",830,4,62,15,414,324,11,619,132,166
"PS 889","KINGS",101,1,18,41,19,20,2,66,12,9
"PS 89","BRONX",1504,11,148,300,817,220,8,1191,303,273
"PS 89","NEW YORK",1504,11,148,300,817,220,8,1191,303,273
"PS 89","BRONX",421,2,77,7,52,249,34,40,26,73
"PS 89","NEW YORK",421,2,77,7,52,249,34,40,26,73
"PS 89 CYPRESS HILLS","KINGS",444,3,4,11,425,0,1,423,202,121
"PS 89 ELMHURST","QUEENS",1815,12,408,1,1349,40,5,1422,792,291
"PS 898","KINGS",44,1,0,38,5,0,0,40,1,17
"PS 9 RYER AVENUE ELEMENTARY SCHOOL","BRONX",763,8,13,118,616,7,1,709,257,184
"PS 9 SARAH ANDERSON","NEW YORK",595,4,51,30,109,349,52,132,15,122
"PS 9 TEUNIS G BERGEN","KINGS",811,9,62,357,120,235,28,319,20,147
"PS 90 EDNA COHEN SCHOOL","KINGS",572,10,67,96,319,75,5,477,134,107
"PS 90 HORACE MANN","QUEENS",754,19,240,31,430,29,5,672,190,156
"PS 91 ALBANY AVENUE SCHOOL (THE)","KINGS",230,5,2,189,29,3,2,204,26,62
"PS 91 BRONX","BRONX",647,9,23,97,502,12,4,620,261,156
"PS 91 RICHARD ARKWRIGHT","QUEENS",652,1,20,15,332,281,3,434,76,144
"PS 92 ADRIAN HEGEMAN","KINGS",378,10,41,259,59,9,0,336,83,94
"PS 92 HARRY T STEWART SR","QUEENS",816,0,10,6,794,3,3,683,202,188
"PS 92 MARY MCLEOD BETHUNE","NEW YORK",241,2,2,154,80,3,0,237,19,100
"PS 93 ALBERT G OLIVER","BRONX",264,3,0,132,125,3,1,183,18,65
"PS 93 WILLIAM H PRESCOTT","KINGS",201,2,41,137,18,1,2,193,20,50
"PS 94 DAVID D PORTER","QUEENS",311,2,184,10,50,56,9,145,33,49
"PS 94 HENRY LONGFELLOW (THE)","KINGS",1289,3,897,3,365,20,1,1273,622,122
"PS 94 KINGS COLLEGE SCHOOL","BRONX",1226,27,105,197,844,50,3,1142,309,305
"PS 95 EASTWOOD","QUEENS",1445,80,623,138,574,21,9,1037,297,189
"PS 95 GRAVESEND (THE)","KINGS",967,0,354,72,319,217,5,699,127,182
"PS 95 SHEILA MENCHER","BRONX",1237,11,71,206,878,58,13,1016,200,276
"PS 96","QUEENS",277,39,124,56,42,12,4,233,42,37
"PS 96 JOSEPH LANZETTA","NEW YORK",362,4,7,88,249,9,5,344,79,129
"PS 96 RICHARD RODGERS","BRONX",889,5,35,172,575,96,6,706,68,193
"PS 97","BRONX",594,8,100,174,226,84,2,459,45,132
"PS 97 FOREST PARK","QUEENS",670,4,118,12,486,42,8,562,163,124
"PS 97 HIGHLAWN (THE)","KINGS",773,2,391,12,171,194,3,515,230,148
"PS 98 DOUGLASTON SCHOOL (THE)","QUEENS",263,1,76,12,37,121,16,56,7,60
"PS 98 SHORAC KAPPOCK","NEW YORK",352,0,0,5,329,15,3,317,133,74
"PS 99 ISAAC ASIMOV","KINGS",818,2,350,52,139,272,3,600,220,122
"PS 99 KEW GARDENS","QUEENS",784,10,184,45,303,212,30,491,98,172
"PS/IS 104 FORT HAMILTON SCHOOL (THE)","KINGS",1250,8,246,53,318,592,33,779,136,189
"PS/IS 113 ANTHONY J PRANZO","QUEENS",852,3,48,14,357,423,7,409,53,143
"PS/IS 116 WILLIAM C HUGHLEY","QUEENS",739,18,59,371,280,11,0,577,147,183
"PS/IS 137 RACHAEL JEAN MITCHELL","KINGS",253,10,0,191,47,3,2,232,17,95
"PS/IS 155 NICHOLAS HERKIMER","KINGS",381,3,9,184,179,6,0,373,78,93
"PS/IS 157 BENJAMIN FRANKLIN HEATH AND SCIENCE (THE)","KINGS",396,1,1,73,313,7,1,335,65,123
"PS/IS 178 HOLLISWOOD","QUEENS",519,4,59,40,44,364,8,192,37,87
"PS/IS 187 HUDSON CLIFFS","NEW YORK",756,2,37,27,365,293,32,310,30,141
"PS/IS 208","QUEENS",712,14,58,520,98,8,14,301,3,139
"PS/IS 210 21ST CENTURY ACADEMY FOR COMMUNITY LDERSHIP","NEW YORK",398,0,2,6,390,0,0,368,154,104
"PS/IS 217 ROOSEVELT ISLAND","NEW YORK",585,3,167,82,91,207,35,202,85,95
